SalePrice,Bedrooms,Baths,LotArea,LivingArea,GarageArea,Neighborhood,HouseStyle,YearBuilt,YearSold
171000,3,2,8400,1564,476,SawyerW,2-Story,1980,2010
162000,3,2,10274,1400,465,SawyerW,2-Story,1986,2009
160000,4,2,8250,1882,612,SawyerW,2-Story,1981,2009
118000,2,2,5353,1021,284,SawyerW,1-Story,1994,2010
145000,2,2,6916,1021,284,SawyerW,1-Story,1994,2010
82000,2,1,8400,841,294,SawyerW,1-Story,1950,2009
67500,2,1,9800,1012,429,SawyerW,1-Story,1920,2010
76000,2,1,9000,784,360,SawyerW,1.5 Unf,1928,2009
128000,3,1,9100,984,384,Sawyer,1-Story,1963,2008
112000,4,2,8930,1902,539,Sawyer,1.5 Fin,1978,2010
110000,3,1,9750,980,400,Sawyer,1-Story,1962,2009
144000,2,1,12968,912,352,Sawyer,1-Story,1962,2008
135000,3,1,7064,980,484,Sawyer,1-Story,1977,2009
105000,2,1,7420,876,336,Sawyer,1-Story,1964,2010
148000,3,1,11782,1155,576,Sawyer,S/Foyer,1961,2010
135000,3,1,8100,864,420,Sawyer,1-Story,1961,2008
141000,3,1,8499,864,732,Sawyer,1-Story,1961,2009
122000,2,1,9079,864,440,Sawyer,1-Story,1961,2009
135000,3,2,9316,1020,288,Sawyer,1-Story,1965,2008
129000,3,1,7791,912,300,Sawyer,1-Story,1963,2009
138500,3,1,8450,894,336,Sawyer,1-Story,1965,2010
115000,3,1,8450,890,308,Sawyer,1-Story,1968,2008
122000,3,1,9819,900,280,Sawyer,1-Story,1967,2010
133000,3,1,7500,1040,308,Sawyer,1-Story,1963,2008
133000,3,1,7500,1040,308,Sawyer,1-Story,1963,2010
131400,3,1,10000,1144,264,Sawyer,1-Story,1961,2009
127000,3,1,6897,1040,260,Sawyer,1-Story,1962,2010
62383,3,1,8281,864,360,Sawyer,1-Story,1965,2009
123000,3,1,7150,912,252,Sawyer,1-Story,1962,2009
142000,3,1,6768,912,288,Sawyer,1-Story,1961,2008
192000,3,2,19508,1430,484,Veenker,1-Story,1974,2008
275000,2,2,15676,2014,864,Veenker,1-Story,1980,2009
140000,4,2,10759,1641,490,Sawyer,1.5 Fin,1972,2008
290000,4,2,9205,2683,473,NoRidge,2-Story,1990,2008
372500,4,2,11025,2786,636,NoRidge,1.5 Fin,1993,2008
190000,3,2,10186,1923,564,NoRidge,2-Story,1992,2010
362500,4,2,13143,2349,762,NoRidge,2-Story,1993,2010
285000,4,2,11134,2225,713,NoRidge,2-Story,1992,2010
235000,3,2,11949,1755,524,NoRidge,2-Story,1991,2009
260000,2,2,4835,1488,506,Somerst,1-Story,2004,2010
280700,3,2,2880,3005,704,Somerst,2-Story,2004,2009
280750,3,2,2880,3005,704,Somerst,2-Story,2004,2009
196000,2,2,4282,1391,530,Somerst,1-Story,2004,2008
171900,2,2,4017,1250,625,Somerst,2-Story,2006,2008
190000,2,2,3515,1680,588,Somerst,2-Story,2004,2010
178000,1,2,3435,1245,495,Somerst,1-Story,2004,2008
155000,2,2,3215,1200,480,Somerst,2-Story,2004,2008
155000,2,2,3215,1200,480,Somerst,2-Story,2004,2010
151000,2,2,3182,1200,480,Somerst,2-Story,2004,2010
149500,2,2,2544,1200,480,Somerst,2-Story,2004,2010
165000,2,2,3180,1200,480,Somerst,2-Story,2005,2008
155000,2,2,2544,1236,480,Somerst,2-Story,2005,2009
152000,2,2,2544,1236,480,Somerst,2-Story,2005,2010
195000,1,1,4217,1256,641,Somerst,1-Story,2008,2009
172500,3,2,3230,1471,440,Somerst,2-Story,1999,2009
179400,3,2,2280,1501,440,Somerst,2-Story,1999,2008
172900,3,2,2280,1549,440,Somerst,2-Story,1999,2008
300000,2,2,4765,1638,495,Somerst,1-Story,2000,2008
285000,1,1,4538,1310,545,Somerst,1-Story,2001,2008
290000,2,1,4385,1419,588,Somerst,1-Story,2001,2008
264000,1,1,4020,1433,518,Somerst,1-Story,2000,2010
305000,2,2,4109,1557,484,Somerst,1-Story,1999,2008
160000,2,2,2160,1252,462,Somerst,2-Story,1999,2008
170000,3,2,2160,1404,462,Somerst,S/Level,1999,2008
177000,3,2,2160,1404,462,Somerst,2-Story,1999,2010
180000,2,2,2998,1512,440,Somerst,2-Story,2000,2009
168000,3,2,2117,1573,440,Somerst,2-Story,2000,2008
177500,3,2,2117,1573,440,Somerst,2-Story,2000,2010
177000,2,2,2980,1512,440,Somerst,2-Story,2000,2010
155000,3,2,2572,1416,484,Somerst,2-Story,1999,2010
156000,3,2,3768,1452,506,Somerst,2-Story,1999,2009
147110,2,2,2403,1080,496,Somerst,2-Story,2003,2010
120250,2,2,2539,1045,270,IOCondo,1-Story,2002,2009
96000,1,1,1938,798,206,IOCondo,1-Story,2002,2010
121000,2,2,2641,1087,281,IOCondo,1-Story,2002,2010
223000,3,2,10646,1789,546,Somerst,2-Story,2001,2008
170000,3,2,2645,1586,480,Somerst,2-Story,1999,2008
200000,3,2,2645,1607,480,Somerst,2-Story,1999,2008
345000,2,2,3951,2393,846,Somerst,2-Story,1998,2008
254000,3,2,7379,1848,592,Somerst,2-Story,2000,2010
245500,1,1,14963,1288,500,Veenker,1-Story,1996,2008
217500,1,1,11064,1239,477,Veenker,1-Story,1995,2008
324000,1,1,10846,1719,473,Veenker,1-Story,1993,2008
162500,3,2,11120,1232,516,Veenker,1-Story,1984,2008
318750,2,2,14694,1694,642,Veenker,1-Story,1977,2009
155000,1,1,4420,788,484,Greens,1-Story,1980,2010
211500,1,1,3782,1226,484,Greens,1-Story,1981,2009
206000,1,1,3880,1226,484,Greens,1-Story,1978,2010
241600,2,1,15417,1740,540,Veenker,1-Story,1981,2009
290000,3,3,16280,1671,550,Veenker,1-Story,1976,2008
89000,3,1,5147,1292,264,MsCondo,2-Story,1972,2008
85000,2,1,4412,1080,262,MsCondo,2-Story,1972,2008
150000,3,2,9991,1620,490,Sawyer,1-Story,1976,2009
230000,3,2,8000,1492,596,Somerst,1-Story,2002,2010
205000,3,2,7500,1812,469,Somerst,2-Story,2002,2008
154000,4,1,11700,1556,441,NW Ames,2-Story,1968,2009
174000,3,2,10400,1682,530,NW Ames,1-Story,1970,2008
198500,3,2,10920,1555,420,NW Ames,1-Story,1968,2010
185000,2,2,11717,1442,615,NW Ames,1-Story,1970,2009
185750,3,2,9156,1489,462,NW Ames,1-Story,1968,2009
183000,4,2,11104,1427,516,NW Ames,S/Level,1969,2008
200000,3,2,10382,2090,484,NW Ames,2-Story,1973,2009
206000,3,2,12732,2067,784,NW Ames,2-Story,1974,2009
162000,3,1,12936,1395,497,NW Ames,2-Story,1972,2009
256900,5,2,10400,2640,515,NW Ames,2-Story,1967,2009
218500,4,2,10456,1829,535,NW Ames,1-Story,1967,2010
215000,4,2,15387,1620,578,NW Ames,1-Story,1967,2008
197900,3,1,17871,1724,480,NW Ames,S/Level,1967,2009
188000,3,2,8400,1297,645,NW Ames,S/Level,1967,2010
170000,3,2,11583,1456,528,NW Ames,1-Story,1973,2010
163000,3,2,9600,1336,502,NW Ames,1-Story,1969,2009
208000,3,2,11477,1940,509,NW Ames,2-Story,1994,2010
168600,5,2,8520,2156,576,NW Ames,2-Story,1977,2010
230000,4,1,13774,2288,520,NW Ames,2-Story,1977,2009
243500,4,2,10791,2495,660,NW Ames,2-Story,1993,2010
250000,3,2,10530,2075,473,NW Ames,2-Story,1993,2010
205000,3,2,10603,1610,480,NW Ames,1-Story,1977,2010
212500,3,3,18837,1891,678,NW Ames,1.5 Fin,1978,2010
196500,3,2,10421,1714,496,NW Ames,2-Story,1988,2010
167900,2,2,9650,1334,630,NW Ames,1-Story,1977,2009
213250,3,2,10140,1680,583,NW Ames,1-Story,1998,2009
140500,4,2,9750,1625,484,NW Ames,1-Story,1965,2008
197500,3,1,9360,1381,676,NW Ames,1-Story,1972,2010
171000,4,1,9600,1645,441,NW Ames,2-Story,1971,2010
240000,4,2,10800,2614,624,NW Ames,2-Story,1974,2008
227000,3,2,8400,1665,528,NW Ames,2-Story,2001,2009
130000,2,1,7130,864,312,N Ames,1-Story,1967,2009
141000,4,1,8814,1464,470,N Ames,2-Story,1968,2008
147000,2,1,8872,912,576,N Ames,1-Story,1965,2008
142250,3,1,9600,1232,490,N Ames,1-Story,1966,2010
143000,3,1,9600,1568,440,N Ames,1-Story,1967,2009
135000,3,1,8125,925,576,N Ames,1-Story,1965,2008
145000,6,2,11072,1728,576,N Ames,1-Story,1965,2008
142600,6,2,13101,1728,576,N Ames,1-Story,1965,2008
117500,2,1,9100,925,429,N Ames,1-Story,1965,2009
135000,4,2,9246,1656,506,NW Ames,1-Story,1973,2008
153800,3,1,9600,1232,336,NW Ames,1-Story,1968,2010
170000,4,1,13355,1670,464,NW Ames,2-Story,1971,2008
299800,4,3,8963,2715,831,NW Ames,2-Story,1976,2008
185000,4,2,9120,1876,540,NW Ames,2-Story,1974,2008
172500,3,2,16500,1320,495,NW Ames,S/Foyer,1971,2009
173000,4,1,9130,1632,484,NW Ames,2-Story,1966,2008
143000,3,1,9790,1328,528,NW Ames,1-Story,1963,2010
178400,3,1,12122,999,588,N Ames,S/Foyer,1961,2008
161500,3,2,9790,1342,457,NW Ames,1-Story,1967,2009
176000,4,2,9900,1978,486,NW Ames,2-Story,1968,2008
141500,2,1,7436,894,396,N Ames,1-Story,1960,2009
118000,3,1,8125,864,308,N Ames,1-Story,1959,2009
127500,2,1,9100,864,300,N Ames,1-Story,1959,2009
98000,2,1,7785,1014,267,N Ames,1-Story,1956,2008
128950,3,1,9320,1225,0,N Ames,1-Story,1959,2010
109008,3,1,8593,907,352,N Ames,1-Story,1957,2008
135750,2,1,8475,952,283,N Ames,1-Story,1956,2008
140000,3,1,9450,1362,768,N Ames,1-Story,1957,2009
177625,3,2,13495,1728,576,N Ames,1-Story,1956,2009
155000,3,2,8700,1128,525,N Ames,1-Story,1963,2008
167000,3,1,10004,1516,472,N Ames,1-Story,1964,2009
180500,3,2,10175,1425,576,N Ames,1-Story,1964,2008
142900,3,2,13800,1185,487,N Ames,1-Story,1965,2010
153000,3,1,9350,1313,610,N Ames,1-Story,1961,2009
159000,3,1,9900,1209,504,N Ames,1-Story,1966,2010
174900,3,1,9020,1165,490,N Ames,S/Level,1966,2008
178900,3,2,9680,1510,517,N Ames,1-Story,1967,2010
140000,3,1,9200,1136,384,N Ames,1-Story,1965,2008
154000,3,1,11000,1154,480,N Ames,1-Story,1966,2009
177500,4,2,8970,2140,549,N Ames,2-Story,1965,2009
145000,3,1,8250,1092,504,N Ames,1-Story,1964,2008
179900,3,2,9350,1265,502,N Ames,S/Level,1965,2008
168500,3,1,9020,1350,520,N Ames,S/Level,1964,2008
158000,3,1,12095,1445,645,N Ames,S/Level,1964,2009
180500,3,1,14112,1152,484,N Ames,S/Level,1964,2010
166000,2,2,11823,1470,308,N Ames,1-Story,1959,2010
145500,3,1,10007,1053,312,N Ames,1-Story,1959,2008
147000,3,1,10007,1053,312,N Ames,1-Story,1959,2010
124500,3,1,9600,1041,270,N Ames,1-Story,1959,2009
142000,3,1,10721,1252,528,N Ames,1-Story,1959,2008
141000,3,1,12493,1100,312,N Ames,1-Story,1960,2008
153000,3,1,11332,1118,264,N Ames,1-Story,1960,2008
174500,4,1,11475,1576,368,N Ames,S/Level,1961,2009
142125,2,1,9717,1078,240,N Ames,1-Story,1950,2010
197600,3,2,9724,2461,400,N Ames,1.5 Fin,1952,2010
172500,3,2,17360,1556,470,N Ames,1.5 Fin,1949,2010
122000,2,1,9768,960,330,N Ames,1-Story,1955,2009
82500,2,1,5330,708,0,BrkSide,1-Story,1940,2009
116500,2,1,7207,858,0,BrkSide,1-Story,1958,2010
72500,2,1,6627,720,287,BrkSide,1-Story,1949,2008
110000,3,1,7015,1203,352,BrkSide,1.5 Fin,1950,2009
76500,3,1,5350,1306,0,BrkSide,1-Story,1940,2010
52000,2,1,4130,729,0,BrkSide,1-Story,1935,2008
118000,2,1,7420,1077,205,BrkSide,1.5 Unf,1939,2008
87000,2,1,4882,906,231,BrkSide,2-Story,1937,2008
141500,3,2,9600,1496,450,N Ames,1-Story,1960,2008
127000,3,1,9920,1063,280,N Ames,1-Story,1954,2008
128000,3,1,9920,1063,280,N Ames,1-Story,1954,2010
149500,2,1,12160,1505,505,N Ames,1-Story,1953,2009
175000,2,1,9900,1691,550,N Ames,1-Story,1967,2009
167000,3,1,9600,1644,418,N Ames,1-Story,1953,2009
153000,3,1,9600,1520,364,N Ames,S/Level,1955,2010
128900,2,1,9600,1050,338,N Ames,1-Story,1956,2009
141500,3,1,9600,1337,264,N Ames,1-Story,1950,2008
140000,3,1,9600,1668,271,N Ames,1.5 Fin,1950,2009
165500,3,1,9600,1661,377,N Ames,S/Level,1955,2008
147000,3,1,9600,1113,264,N Ames,1-Story,1950,2009
112900,3,1,7584,1036,312,N Ames,1-Story,1953,2008
132000,2,1,7800,1268,244,N Ames,1-Story,1954,2010
178000,2,1,11380,1128,315,N Ames,S/Foyer,1966,2010
135000,3,1,10465,1162,490,N Ames,1-Story,1965,2010
124000,4,2,8944,1584,792,N Ames,1-Story,1967,2009
201800,4,1,13700,1820,492,N Ames,2-Story,1965,2008
163000,3,1,10197,1362,504,N Ames,1-Story,1961,2008
187500,3,2,10573,1453,530,N Ames,1-Story,1961,2009
139950,3,1,7875,1144,456,N Ames,1-Story,1961,2008
165000,3,1,9150,1431,296,N Ames,S/Level,1962,2008
159000,3,1,9500,1394,514,N Ames,1-Story,1963,2009
180000,3,2,19900,2207,576,N Ames,1-Story,1970,2010
200226,3,2,19900,2207,576,N Ames,1-Story,1970,2010
256000,2,2,14695,1567,542,N Ames,1-Story,1966,2009
214000,3,2,13600,1986,486,N Ames,2-Story,1965,2008
205000,3,2,13600,1986,486,N Ames,2-Story,1965,2009
193500,4,2,13000,2142,509,N Ames,2-Story,1968,2009
190000,2,2,16492,1888,578,N Ames,1-Story,1966,2010
110000,2,1,13560,1392,576,N Ames,1-Story,1968,2009
227000,4,2,14670,1988,480,N Ames,2-Story,1966,2008
104900,4,2,12513,1738,368,N Ames,1.5 Fin,1920,2009
135000,3,1,7390,1098,260,N Ames,1-Story,1955,2008
124000,3,1,9204,1144,336,N Ames,1-Story,1963,2008
150000,3,1,8760,1144,286,N Ames,1-Story,1956,2009
140000,3,1,7763,1283,506,N Ames,1-Story,1962,2008
135000,4,2,8267,1604,576,N Ames,1-Story,1958,2010
227000,3,2,8197,1480,620,N Ames,1-Story,2003,2008
214000,3,2,8197,1480,620,N Ames,1-Story,2003,2010
136000,3,1,8050,1143,308,N Ames,1-Story,1959,2010
115000,4,1,10552,1700,447,N Ames,1-Story,1959,2008
165500,4,1,10552,1700,447,N Ames,1-Story,1959,2010
136500,3,1,8856,1176,292,N Ames,1-Story,1957,2008
145000,3,1,8400,1314,294,N Ames,1-Story,1957,2010
156500,3,1,8400,1478,442,N Ames,1-Story,1957,2009
148000,3,1,8760,1194,312,N Ames,1-Story,1959,2010
185000,2,2,9840,1440,480,N Ames,1-Story,1959,2008
163000,3,1,9120,1261,433,N Ames,1-Story,1958,2008
176000,3,1,12285,1329,441,N Ames,1-Story,1960,2009
126000,3,2,10400,1176,480,N Ames,1-Story,1960,2010
149500,3,2,9240,988,297,N Ames,1-Story,1959,2009
139000,3,2,9600,1632,338,N Ames,1-Story,1958,2009
155000,3,1,12400,1215,297,N Ames,1-Story,1958,2009
167500,3,1,9300,1264,461,N Ames,1-Story,1960,2010
108538,3,1,10725,1206,312,N Ames,1-Story,1959,2010
166800,3,1,13200,1570,441,N Ames,1-Story,1958,2008
139000,2,1,9000,1196,297,N Ames,1-Story,1956,2008
153000,3,1,8750,1382,350,N Ames,1-Story,1955,2009
159500,3,1,10032,1580,440,N Ames,1-Story,1959,2010
166000,3,1,11900,1392,458,N Ames,1-Story,1957,2008
144900,3,1,10400,1200,294,N Ames,1-Story,1956,2009
136000,3,1,9464,1080,288,N Ames,1-Story,1958,2008
133000,3,1,10425,1104,384,N Ames,1-Story,1956,2008
108000,3,1,8382,1337,263,N Ames,1.5 Fin,1956,2010
173000,3,1,19296,1382,884,N Ames,S/Level,1962,2008
176000,3,1,19296,1382,884,N Ames,S/Level,1962,2009
116000,2,1,11556,882,240,N Ames,1-Story,1952,2008
153000,3,1,8532,1297,498,N Ames,1-Story,1954,2009
135000,2,1,10950,1064,318,N Ames,1-Story,1952,2010
135000,4,2,9482,1866,495,N Ames,1-Story,1958,2009
137500,3,1,9373,1152,636,N Ames,1-Story,1953,2008
130000,2,1,12774,950,400,N Ames,1-Story,1953,2008
122500,3,1,10895,972,305,N Ames,1-Story,1955,2010
180000,3,2,14250,1790,540,N Ames,1-Story,1957,2008
131000,3,1,8128,1062,297,N Ames,1-Story,1954,2009
123000,3,1,10634,1319,270,N Ames,1-Story,1953,2009
126000,2,1,13070,1112,480,N Ames,1-Story,1951,2009
115000,2,1,10434,1005,672,N Ames,1-Story,1955,2009
119500,2,1,7898,985,676,N Ames,1-Story,1920,2009
105000,2,1,7898,985,676,N Ames,1-Story,1920,2010
107500,2,1,7200,827,392,N Ames,1-Story,1955,2010
100000,4,2,8838,1764,301,N Ames,1-Story,1957,2008
144900,3,1,10200,1086,490,N Ames,1-Story,1954,2010
129000,2,1,5868,936,308,N Ames,1-Story,1956,2010
164900,2,1,14559,1363,288,N Ames,1-Story,1951,2009
113000,2,1,8480,793,240,N Ames,1-Story,1945,2009
145500,2,1,7626,1031,230,N Ames,1-Story,1952,2009
102900,2,1,9533,1210,616,N Ames,1-Story,1953,2009
152500,3,1,11419,1527,410,N Ames,2-Story,1948,2009
129900,3,1,9600,1200,246,N Ames,1-Story,1950,2009
132000,2,1,8000,972,240,N Ames,1-Story,1948,2009
146000,5,2,12436,1824,484,N Ames,1-Story,1957,2008
99900,2,1,5470,792,366,OldTown,1-Story,1958,2009
135000,3,2,10410,1656,180,OldTown,1.5 Fin,1916,2009
89900,1,1,10122,869,390,OldTown,1-Story,1948,2008
114000,3,1,7506,1159,288,OldTown,1.5 Fin,1925,2008
149000,4,2,10800,1352,720,OldTown,2-Story,1939,2009
144000,0,0,6979,1056,576,OldTown,S/Foyer,1980,2010
114000,2,1,8146,1039,281,OldTown,2-Story,1900,2009
109500,2,1,9022,792,240,OldTown,1-Story,1924,2009
125000,3,1,10230,1078,264,OldTown,1-Story,1925,2009
80000,2,1,10800,743,264,OldTown,1-Story,1930,2010
140000,3,1,10930,1558,288,N Ames,1.5 Fin,1945,2008
86900,2,1,5400,672,308,OldTown,1-Story,1940,2008
139000,3,1,10836,1436,1488,OldTown,1.5 Fin,1922,2008
142900,3,2,10410,2377,528,OldTown,1.5 Fin,1915,2009
156500,4,2,7200,1690,624,OldTown,2-Story,1910,2009
59000,2,1,5400,599,0,OldTown,1-Story,1940,2009
105000,2,1,5400,1374,338,OldTown,1.5 Fin,1920,2009
106250,3,2,10800,1294,0,OldTown,2-Story,1900,2008
106000,2,1,10800,846,576,OldTown,1-Story,1920,2009
78500,1,1,10800,725,320,OldTown,1-Story,1890,2009
162000,3,1,9830,1287,576,N Ames,1-Story,1959,2010
190000,6,2,9671,2544,907,N Ames,2-Story,1969,2009
154000,3,1,10143,1380,364,N Ames,1-Story,1963,2009
171000,4,1,9247,1716,490,N Ames,2-Story,1962,2008
163000,3,1,11500,1040,480,N Ames,1-Story,1967,2009
200000,6,2,11643,2634,968,N Ames,2-Story,1969,2009
139000,3,1,10180,1044,372,N Ames,1-Story,1968,2008
143500,2,1,8010,951,480,N Ames,1-Story,1958,2009
135000,3,1,10454,1105,308,N Ames,1-Story,1957,2009
153000,2,1,8712,1306,756,N Ames,1-Story,1957,2009
242000,5,2,11275,2978,564,N Ames,S/Level,1967,2010
186000,3,1,11355,1312,495,N Ames,1-Story,1958,2008
157500,3,2,17600,1478,498,N Ames,1-Story,1960,2009
113500,2,1,9000,1142,384,N Ames,1-Story,1958,2009
157000,2,1,10920,1253,352,N Ames,1-Story,1960,2008
200000,3,2,13662,1854,681,N Ames,1-Story,1957,2010
148000,3,1,12929,1081,401,N Ames,1-Story,1960,2008
242000,4,2,27650,2069,505,N Ames,1-Story,1960,2008
133000,3,1,12144,1268,288,N Ames,1-Story,1949,2009
92900,2,2,8544,1040,400,N Ames,1-Story,1950,2009
132000,3,1,8064,1224,280,N Ames,1.5 Fin,1948,2010
135000,4,2,11664,1952,256,N Ames,1.5 Fin,1950,2010
116000,3,1,8892,910,414,N Ames,1-Story,1953,2008
90000,2,2,7200,1040,420,N Ames,1-Story,1949,2009
98300,3,1,7200,1048,420,N Ames,1-Story,1950,2008
138000,3,1,7200,1904,240,N Ames,1.5 Fin,1950,2009
128000,3,1,7350,1041,294,N Ames,1-Story,1958,2009
127000,4,2,7910,1507,404,N Ames,S/Level,1960,2008
118900,2,1,7200,732,240,N Ames,1-Story,1952,2009
159000,3,1,8000,1256,311,N Ames,1-Story,1959,2008
125900,3,1,8000,1027,299,N Ames,1-Story,1962,2008
154000,3,1,7500,1246,305,N Ames,1-Story,1959,2010
138000,3,1,8000,1183,288,N Ames,S/Level,1959,2009
132500,3,1,7931,1148,672,N Ames,1-Story,1959,2009
155000,3,1,7931,1269,308,N Ames,1-Story,1960,2008
166000,4,2,8520,1385,720,N Ames,1.5 Fin,1952,2010
133500,4,2,10800,1461,384,N Ames,1.5 Fin,1949,2009
138000,3,2,8064,1320,576,N Ames,1.5 Fin,1948,2008
112500,2,1,6390,984,280,N Ames,1.5 Unf,1954,2008
105500,2,1,7227,832,528,N Ames,1.5 Unf,1954,2008
127500,4,1,7200,1278,240,N Ames,1.5 Fin,1954,2008
150000,3,1,7200,1588,480,N Ames,1.5 Fin,1955,2008
109500,2,1,7200,825,350,N Ames,1-Story,1954,2008
134800,3,1,7200,900,576,N Ames,1-Story,1951,2010
160000,3,1,10000,1116,440,N Ames,1-Story,1962,2010
148000,3,1,7635,1175,484,N Ames,1-Story,1960,2010
144750,4,1,7570,1806,483,N Ames,2-Story,1964,2009
140000,4,1,7056,1796,483,N Ames,2-Story,1963,2008
145000,2,1,8604,941,564,N Ames,S/Foyer,1978,2009
127000,3,1,7936,1045,264,N Ames,1-Story,1963,2009
192000,2,1,9760,1395,440,N Ames,1-Story,1963,2010
167900,4,1,9760,1611,442,N Ames,2-Story,1964,2008
155000,4,1,7700,1839,442,N Ames,2-Story,1966,2010
136870,3,1,7590,1117,264,N Ames,1-Story,1963,2008
109500,2,1,6600,894,308,N Ames,1-Story,1962,2009
73000,2,1,5232,764,504,OldTown,1-Story,1925,2008
115000,3,1,3950,1224,210,OldTown,1.5 Fin,1926,2009
135000,2,2,11456,1269,735,OldTown,1-Story,1950,2010
157500,3,2,10440,1539,686,OldTown,2-Story,1904,2008
110000,2,1,10440,1230,440,OldTown,2-Story,1910,2009
128900,3,1,4080,1378,162,OldTown,1.5 Fin,1935,2009
103500,4,2,10307,1944,324,OldTown,2-Story,1910,2009
122600,3,1,9184,1323,400,OldTown,1.5 Fin,1948,2008
96500,3,1,8800,1140,0,OldTown,1.5 Fin,1910,2010
111000,2,1,4800,1360,330,OldTown,2-Story,1910,2008
256000,5,2,10440,2792,520,OldTown,1.5 Fin,1920,2008
130000,3,1,15660,1306,472,OldTown,1.5 Fin,1910,2009
129000,3,2,9900,1464,0,OldTown,2-Story,1910,2009
64000,2,1,4800,672,256,OldTown,1-Story,1940,2008
150000,3,1,6406,1558,400,OldTown,2-Story,1939,2009
107500,4,2,6600,2372,432,OldTown,2-Story,1892,2009
109500,2,1,4485,936,0,OldTown,1-Story,1920,2010
115000,2,1,8960,1028,360,OldTown,1-Story,1927,2010
139500,4,1,6000,1456,308,OldTown,2.5 Unf,1915,2008
118000,3,2,11426,1594,0,OldTown,1.5 Fin,1910,2008
200000,3,2,11426,2082,484,OldTown,1.5 Fin,2003,2008
119164,2,2,7628,1656,440,OldTown,1.5 Fin,1940,2008
94550,4,2,7627,1701,0,OldTown,2-Story,1920,2009
124500,4,2,7596,1960,400,OldTown,2-Story,1952,2009
122250,2,1,7308,1740,225,OldTown,1.5 Fin,1920,2008
135000,3,1,3378,1389,240,OldTown,2-Story,1946,2009
143000,3,1,5805,1347,551,OldTown,1-Story,1957,2010
107400,3,2,5790,1605,379,OldTown,2-Story,1915,2010
80000,2,1,4608,747,220,OldTown,1-Story,1945,2010
120000,2,1,5400,1027,0,OldTown,1-Story,1920,2008
155000,3,2,10800,1436,828,OldTown,1.5 Fin,1940,2008
78000,2,1,6756,899,200,OldTown,1-Story,1910,2008
103000,3,1,10134,1447,0,OldTown,1.5 Fin,1910,2009
93000,2,1,6000,936,576,OldTown,1-Story,1953,2009
95000,3,1,5914,1080,0,OldTown,1.5 Fin,1890,2008
129500,3,1,6000,1328,308,OldTown,1.5 Fin,1950,2009
147000,2,1,12000,1122,528,OldTown,1-Story,1948,2008
140000,3,1,9000,1499,869,OldTown,1.5 Fin,1946,2008
93000,3,2,6000,1387,256,OldTown,1.5 Fin,1954,2009
80000,2,1,7404,861,288,OldTown,1-Story,1920,2009
45000,1,1,5925,612,308,OldTown,1-Story,1940,2009
112500,3,1,6000,928,288,OldTown,1-Story,1957,2008
107900,2,1,6000,901,281,OldTown,1-Story,1954,2008
109900,2,1,7500,912,225,OldTown,1-Story,1925,2010
130000,3,1,5500,1316,484,OldTown,1.5 Fin,1929,2010
119000,3,1,6900,1251,240,OldTown,1.5 Unf,1938,2010
100000,3,1,8239,1245,315,OldTown,1.5 Fin,1920,2010
91300,2,1,5784,886,273,OldTown,1-Story,1938,2009
105900,2,1,8520,720,484,OldTown,1-Story,1928,2010
99500,2,1,8520,792,287,OldTown,1-Story,1923,2009
295000,3,3,18386,3493,870,OldTown,2.5 Fin,1880,2008
139500,4,2,9142,1627,420,OldTown,2-Story,1900,2008
153900,4,1,12665,1416,720,OldTown,1.5 Fin,1915,2008
132000,3,1,5350,1450,288,OldTown,2-Story,1920,2008
87500,3,2,9600,1510,720,OldTown,2-Story,1910,2009
110000,2,1,3500,1284,240,OldTown,1.5 Fin,1947,2009
114000,2,1,9143,1017,308,OldTown,1.5 Fin,1900,2008
130000,4,2,9600,2350,393,OldTown,2-Story,1920,2008
129500,3,1,9600,2058,396,OldTown,2.5 Unf,1917,2008
129400,3,1,6000,1540,0,OldTown,2-Story,1905,2008
161000,3,2,9600,1378,360,OldTown,2-Story,1928,2008
106000,2,2,8100,2138,360,OldTown,2.5 Unf,1898,2009
265979,4,1,11700,2640,864,OldTown,2-Story,1880,2009
163000,3,2,10800,1912,672,OldTown,1.5 Fin,1905,2008
133900,4,2,10800,1652,416,OldTown,1.5 Fin,1915,2008
139000,4,2,10800,1652,416,OldTown,1.5 Fin,1915,2010
160000,3,2,8400,2007,357,OldTown,2-Story,1900,2009
128000,3,2,6300,1484,0,OldTown,2.5 Unf,1914,2008
240000,3,3,9000,2268,624,OldTown,2-Story,1890,2010
119000,3,1,3600,1288,280,OldTown,2-Story,1917,2009
122000,4,2,5250,2358,0,OldTown,2-Story,1872,2008
168000,4,1,17671,1742,424,OldTown,2-Story,1882,2009
55000,2,1,3300,816,0,OldTown,1-Story,1910,2008
58500,2,1,3300,816,0,OldTown,1-Story,1910,2009
70000,2,1,2178,768,200,MsCondo,1-Story,1981,2009
65500,2,1,2178,768,200,MsCondo,1-Story,1980,2010
116900,2,1,5700,1111,288,OldTown,1.5 Fin,1926,2008
325000,3,3,13500,2775,880,OldTown,2.5 Unf,1893,2008
143000,3,1,9000,1482,324,OldTown,2-Story,1920,2009
149700,2,1,7407,1236,923,OldTown,1-Story,1957,2010
125500,3,1,7740,1363,528,OldTown,2-Story,1910,2010
85000,2,1,7200,1022,280,OldTown,1-Story,1910,2009
122500,4,2,11340,2290,560,OldTown,2-Story,1885,2010
55000,2,1,11340,1086,400,OldTown,2-Story,1920,2008
